source_dataset,account_id,label,quality_flag,feature_completeness,username,display_name,description,location,lang,created_at,account_age_days,followers_count,following_count,followers_following_ratio,tweet_count,tweets_per_day,listed_count,favourites_count,verified,default_profile,default_profile_image,description_length,username_length
Twitter Bot Training Data 2,82400064,0,ok,1.0,randyjackson8,Randy Jackson,The OFFICIAL Randy Jackson Twitter,California,en,Wed Oct 14 16:38:25 +0000 2009,2724,144137,1,72068.5,377,0.1383994126284875,3753,1,True,False,False,34,13
Twitter Bot Training Data 2,2842980108,0,ok,1.0,slexander_coys,Simon Alexander,,Balmain,en,7/10/2014 4:33,994,15,53,0.2777777777777778,279,0.2806841046277666,0,396,False,True,False,0,14
Twitter Bot Training Data 2,79758113,0,ok,1.0,tonyparker,Tony Parker,Twitter officiel de Tony Parker - https://t.co/OS6S7Jed28,France/USA,en,Sun Oct 04 15:40:22 +0000 2009,2734,2077766,113,18226.01754385965,2274,0.8317483540599854,5359,74,True,False,False,57,10
Twitter Bot Training Data 2,27974543,0,ok,1.0,Saliva,Saliva Music,"Check out our new album Love, Lies & Therapy. Visit https://t.co/9JcTXbz5bK for more info. Also new content @ salivachannel on Youtube.",,en,Tue Mar 31 22:00:42 +0000 2009,2921,31289,167,186.24404761904762,980,0.3355015405682985,660,1002,True,False,False,135,6
Twitter Bot Training Data 2,34630995,0,ok,1.0,WarrenSapp,Warren Sapp,#280 Pro Football Hall Of Fame! #SappFishing,"ÌÏT: 33.949403,-118.398831",en,Thu Apr 23 14:50:27 +0000 2009,2898,1219685,608,2002.7668308702791,111113,38.34126984126984,7976,53,True,False,False,44,10
Twitter Bot Training Data 2,2223415243,0,ok,1.0,statementartist,Statement Artist,The artist makes artist statements out of everyone's tweets. Follow me and I might make one from yours. // by @ibogost,The Art World,en,11/30/2013 16:52,1216,912,1167,0.7808219178082192,23127,19.01891447368421,56,3953,False,False,False,118,15
Twitter Bot Training Data 2,23047158,0,ok,1.0,AmitabhBachan,Amitabh Bachan,A place for fans to connect! Tweeting from Mumbai and the world! #Bollywood #India #Parody,"Mumbai, India",en,3/6/2009 9:16,2946,533222,3,133305.5,790,0.2681602172437203,3522,0,False,False,False,90,13
Twitter Bot Training Data 2,593258580,0,ok,1.0,marieantuns,Marie,no the last. no the future. I live now (...),Brazil,pt,5/28/2012 23:56,1767,20,126,0.15748031496062992,86,0.0486700622524052,0,3,False,False,False,44,11
Twitter Bot Training Data 2,16870672,0,ok,1.0,KSMofficial,KSM,"Official Twitter account for KSM! Follow our personal accounts too! @KateDangerous, @KatieCeciil, @ShaePadilla, @LIOofficial, & @SophiaMelon","Los Angeles, CA",en,Mon Oct 20 17:22:15 +0000 2008,3083,9905,15,619.0625,57,0.0184884852416477,356,24,False,False,False,140,11
Twitter Bot Training Data 2,27989078,0,ok,1.0,robkardashian,ROBERT KARDASHIAN,Instagram: @robkardashian,,en,Tue Mar 31 23:07:50 +0000 2009,2921,6965816,235,29516.169491525423,697,0.2386169120164327,12716,15,True,False,False,25,13
Twitter Bot Training Data 2,96921504,0,ok,1.0,AMadumoole,Abdulla Madumoole,In Abu Dhabi.In love with Mother India. Secret affair with God. Humane.Secular.Liberal.Left of Centre. For full Freedom of Expression*. *Terms&conditions apply.,Abu Dhabi,en,12/15/2009 5:37,2662,5927,991,5.974798387096774,91535,34.38580015026296,100,7978,False,False,False,160,10
Twitter Bot Training Data 2,469973314,0,ok,1.0,miel,miel,once a baby now a baby,"Los Angeles, CA",en,Sat Jan 21 05:51:48 +0000 2012,1895,53272,433,122.74654377880184,3840,2.0263852242744065,208,35444,True,False,False,22,4
Twitter Bot Training Data 2,15506669,0,ok,1.0,JeffBezos,Jeff Bezos,"Amazon, Blue Origin, Washington Post",,en,Sun Jul 20 22:38:36 +0000 2008,3175,193168,0,193168.0,96,0.0302362204724409,2524,0,True,True,False,36,9
Twitter Bot Training Data 2,24050414,0,ok,1.0,marionraven,Marion Raven,Currently writing new music.. Premiere pÌ´ The Stream 26.August!,Norway,en,Thu Mar 12 22:07:41 +0000 2009,2940,22212,226,97.85022026431719,4457,1.5159863945578231,0,3,True,False,False,64,11
Twitter Bot Training Data 2,133880286,0,ok,1.0,LeoDiCaprio,Leonardo DiCaprio,Actor and Environmentalist,"Los Angeles, CA",en,Fri Apr 16 22:04:13 +0000 2010,2540,17194019,143,119402.90972222222,853,0.3358267716535433,36881,40,True,False,False,26,11
Twitter Bot Training Data 2,68838777,0,ok,1.0,AshleyMGreene,Ashley Greene,Actress Ashley Greene,LA/NY,en,Tue Aug 25 23:36:42 +0000 2009,2774,2198503,178,12282.13966480447,2025,0.7299927901946648,20259,10,True,False,False,21,13
Twitter Bot Training Data 2,409486555,0,ok,1.0,MichelleObama,Michelle Obama,"Girl from the South Side and former First Lady. Wife, mother, dog lover. Always hugger-in-chief.","Washington, DC",en,Thu Nov 10 20:13:01 +0000 2011,1967,7467659,13,533404.2142857143,774,0.3934926283680732,19386,0,True,False,False,96,13
Twitter Bot Training Data 2,1492538024,0,ok,1.0,KapilSharmaK9,KAPIL,Actor...who loves to make ppl laugh... ..https://t.co/lvWDr6NKFZ,"Mumbai, India",en,6/8/2013 10:19,1391,7867058,189,41405.56842105263,6639,4.772825305535586,1987,122,True,False,False,64,13
Twitter Bot Training Data 2,87063281,0,ok,1.0,michaelcrowley,Michael Crowley,"Senior foreign affairs correspondent, Politico. Russia is fake news.",Washington,en,11/2/2009 23:56,2705,33147,1220,27.147420147420146,10893,4.026987060998152,1216,3529,True,False,False,68,14
Twitter Bot Training Data 2,902534288,0,ok,1.0,KananGill,Kanan Gill,Writer. Comedian. Desi Kalakaar https://t.co/AKyYZsdoh6 Bookings: rishabh@oml.in Snapchat: kanangill,,en,Wed Oct 24 20:17:59 +0000 2012,1618,423831,739,572.7445945945946,4703,2.9066749072929543,232,2305,True,True,False,100,9
Twitter Bot Training Data 2,101766148,0,ok,1.0,timarmstrongaol,Tim Armstrong,Autodidact / Teammate / Building Brands People ‰_•ü / Boston Sports Fanatic,,en,Mon Jan 04 14:03:53 +0000 2010,2642,11530,448,25.679287305122493,546,0.2066616199848599,282,122,True,True,False,77,15
Twitter Bot Training Data 2,5402612,0,ok,1.0,BBCBreaking,BBC Breaking News,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","London, UK",en,4/22/2007 14:42,3630,30220786,3,7555196.5,31444,8.662258953168044,126490,0,True,False,False,155,11
Twitter Bot Training Data 2,4681944553,0,ok,1.0,Miv4t_,Miv4t,"Department of History, College Students",,zh-cn,12/31/2015 6:52,455,32463,0,32463.0,264,0.5802197802197803,795,54,False,False,False,39,6
Twitter Bot Training Data 2,148825650,0,ok,1.0,anagaal,Ana Gaal,The beast howls in my veins,"Campinas, Brasil.",en,5/27/2010 18:07,2499,232,238,0.9707112970711297,33238,13.300520208083231,3,2721,False,False,False,27,7
Twitter Bot Training Data 2,549795522,0,ok,1.0,palo_jesse,Œçesusito!,I don't give a damn about no damn Drake night,"Bay Area, Milky Way",en,10/4/2012 1:42,1638,397,684,0.5795620437956205,5649,3.448717948717949,3,5430,False,True,False,45,10
Twitter Bot Training Data 2,231034206,0,ok,1.0,jamesafalk,James Falk,Public sector & productivity reform activist. Partisan for freedom and effective policy action. Analyst of political and smart classes. Public fallacy hunter.,Sydney,en,12/27/2010 12:00,2285,73,116,0.6239316239316239,288,0.1260393873085339,1,12,False,True,False,158,10
Twitter Bot Training Data 2,44335525,0,ok,1.0,HHShkMohd,HH Sheikh Mohammed,Official Tweets by His Highness Sheikh Mohammed bin Rashid Al Maktoum,"Dubai, UAE",en,Wed Jun 03 10:48:46 +0000 2009,2857,7614166,62,120859.77777777778,4630,1.6205810290514526,10958,0,True,False,False,69,9
Twitter Bot Training Data 2,80405070,0,ok,1.0,jem,Jem,"Platinum Recording Artist, Producer, Writer, Director, Art-Lover, Entrepreneur, 24/7 Creative Opportunist. Changing the world one song at a time..!",From Wales to sunny Los Angeles,en,Tue Oct 06 21:16:12 +0000 2009,2732,8217,2927,2.8063524590163933,1396,0.5109809663250366,368,756,True,False,False,147,3
Twitter Bot Training Data 2,314734443,0,ok,1.0,Leo_Tweets,LEO,All Things Leo - Start your Day off Right #Leo Zodiac #LeoHumor #LeoWisdom and #LeoFacts,,en,6/10/2011 18:34,2120,489055,741,659.1037735849056,17634,8.317924528301887,1221,53,False,False,False,88,10
Twitter Bot Training Data 2,24580902,0,ok,1.0,leonthomas,Leon Thomas,"Grammy award winning Writer, producer, artist and actor. I love all of my #LTTroopers #blessed",L.A. / Brooklyn,en,Sun Mar 15 20:34:51 +0000 2009,2937,1155105,6540,176.59455740712428,14188,4.830779707184202,2358,1795,True,False,False,94,10
Twitter Bot Training Data 2,1137408992,0,ok,1.0,DSI_Columbia,Columbia DataScience,Training the next generation of data scientists and developing innovative technology to serve society. Founded at @CUSEAS in 2012.,"500 West 120 St New York, NY",en,1/31/2013 17:04,1519,4797,1859,2.579032258064516,3571,2.350888742593812,443,1402,False,False,False,130,12
Twitter Bot Training Data 2,36222624,0,ok,1.0,Molly_Horan,Molly Horan,"Associate editor @Refinery29 Formerly @KnowYourMeme, @Mashable, @Buzzfeed. Graduate of The New School's MFA program in writing. Rep'd by @UweStender","New York, NY",en,4/29/2009 0:09,2892,1780,820,2.1680876979293546,1827,0.6317427385892116,55,587,False,False,False,148,11
Twitter Bot Training Data 2,27395319,0,ok,1.0,Andy_Bloch,Andy Bloch,Professional Poker Player,"Las Vegas, NV",en,Sun Mar 29 07:13:35 +0000 2009,2923,31364,976,32.102354145342886,3041,1.0403694834074582,1426,99,True,False,False,25,10
Twitter Bot Training Data 2,1917034674,0,ok,1.0,alex_jeanmonod,Alex Jeanmonod,"I am a virtual assistant (mainly for entrepreneurs). Admin, social media and more !","Vancouver, British Columbia",en,9/29/2013 13:02,1278,174,347,0.5,534,0.4178403755868544,2,50,False,True,False,83,14
Twitter Bot Training Data 2,2493068299,0,ok,1.0,arunchaluvadhi,arun,"traveller,like being introvert,always learner,discovering oneself, fascinate about data","Gandhinagar, India",en,5/13/2014 14:21,1052,63,103,0.6057692307692307,81,0.0769961977186311,0,2,False,False,False,87,14
Twitter Bot Training Data 2,575270233,0,ok,1.0,sadB0T,Sad Bot,"Im a learning Bot, I will slowly expand my vocabulary based on tweets I find containing :( (sad faces). A project by Plummer-Fernandez @m_pf. See also @happyB0T",Twitterspace,en,5/9/2012 11:20,1786,374,3,93.5,6426,3.5979843225083985,18,0,False,False,False,160,6
Twitter Bot Training Data 2,23737582,0,ok,1.0,druidDUDE,Kevin McHale,Banana Pudding Expert. Co-Creator of +ONE.,Los Angeles,en,Wed Mar 11 08:17:50 +0000 2009,2941,1451736,455,3183.6315789473683,15000,5.100306018361102,13978,11580,True,False,False,42,9
Twitter Bot Training Data 2,4541496441,0,ok,1.0,dibbsiapp,ERIK PARRISH,"CFO, CPA, Certified Medical Practice Executive","Eugene, OR",en,Sun Jun 01 15:23:46 +0000 2014,1033,65,248,0.26104417670682734,106,0.1026137463697967,1,149,False,True,False,46,9
Twitter Bot Training Data 2,1350259454,0,ok,1.0,knowkenny,Kenny Sebastian,Comedian. Writer. Been cheering up people since 2010.,Worldwide,en,4/13/2013 21:20,1447,416318,567,732.9542253521126,4551,3.1451278507256397,173,8652,True,False,False,53,9
Twitter Bot Training Data 2,172122925,0,ok,1.0,leozpf,Leonardo Pereira,,brasil,en,7/28/2010 23:42,2437,5,11,0.4166666666666667,0,0.0,0,0,False,True,False,0,6
Twitter Bot Training Data 2,454625063,0,ok,1.0,Siwan_ZEA,Siwan,#ZEA #______,SEOUL,ko,Wed Jan 04 06:03:55 +0000 2012,1912,301788,46,6421.021276595745,177,0.0925732217573221,2199,0,True,True,False,12,9
Twitter Bot Training Data 2,2442769349,0,ok,1.0,LeeRecioy,Lee Recioy,Forex trader. Pc/laptop setup builder.Slots in traderoom.Dm for details. Gamer at https://t.co/fwIBjJHC7H,"England, United Kingdom",en-gb,3/28/2014 19:53,1098,863,743,1.1599462365591398,1090,0.9927140255009108,12,579,False,False,False,105,9
Twitter Bot Training Data 2,107396619,0,ok,1.0,mahflaibam,manoela flaibam,,"campinas, Brasil",en,1/22/2010 12:26,2624,67,222,0.3004484304932735,105,0.040015243902439,0,0,False,False,False,0,10
Twitter Bot Training Data 2,14515799,0,ok,1.0,brianstelter,Brian Stelter,"CNN's host of @ReliableSources and senior media correspondent. Formerly @nytimes, @tvnewser and Top of the Morning. Email: bstelter@gmail.com",New York City,en,Thu Apr 24 18:41:42 +0000 2008,3262,467278,5278,88.5163856791059,131869,40.425812385039855,12007,161887,True,False,False,141,12
Twitter Bot Training Data 2,15076390,0,ok,1.0,Padmasree,Padmasree,"CEO @Niosocial USA. Also love art, photography, Haiku and food :) Passionate about helping women in tech",California,en,Tue Jun 10 19:13:09 +0000 2008,3215,1617508,326,4946.507645259939,17816,5.541524105754277,8249,788,True,False,False,104,9
Twitter Bot Training Data 2,23497233,0,ok,1.0,Sia,sia,i am sia i was born from the bumhole of a unicorn named steve. New single The Greatest out now: https://t.co/bSJ8s4KyWU sia on tour: https://t.co/oBKYzDMZSN,wherever the squirrels are.,en,Mon Mar 09 20:40:56 +0000 2009,2943,2838072,261,10832.335877862595,15473,5.257560312606184,7044,27,True,False,False,156,3
Twitter Bot Training Data 2,1116146132,0,ok,1.0,Ziyansha,Shazi,,,en,1/24/2013 6:56,1526,11,86,0.12643678160919541,12,0.0078636959370904,0,14,False,True,False,0,8
Twitter Bot Training Data 2,17503180,0,ok,1.0,marissamayer,marissamayer,@ Yahoo!,"San Francisco, CA",en,Thu Nov 20 03:15:04 +0000 2008,3052,1696767,350,4834.0940170940175,1362,0.446264744429882,16478,167,True,True,False,8,12
Twitter Bot Training Data 2,288333760,0,ok,1.0,MariaSharapova,Maria Sharapova,https://t.co/NaE11fCnqd,,en,4/26/2011 17:26,2165,5299213,72,72591.95890410959,2725,1.2586605080831408,7392,698,True,False,False,23,14
Twitter Bot Training Data 2,121963311,0,ok,1.0,Phoebus_Ji,_é‹ÎŸÎ____,Îë_±_Î__ÜóITî‡Üó_´ÁÎ_„ICÎ‡«Â†ÎŸšÜó_‰_ñÎ‡_Î_‰†„Üó_ŠåÎ‡____ÎìÂÎ„__åÜó_ìŠfoÎËƒÎ__Üó_Ÿfo_†Î_ÇÜó‰,Î„__å,en,11/3/2010 4:47,2339,3165,4879,0.6485655737704918,25509,10.905942710560067,31,615,False,True,False,107,10
Twitter Bot Training Data 2,226772129,0,ok,1.0,paulinhohopp,Paulinho,Photographer,Brazil,pt,12/15/2010 1:25,2297,314,272,1.15018315018315,4439,1.932520679146713,4,2068,False,False,False,12,12
Twitter Bot Training Data 2,20796447,0,ok,1.0,SteveAustria,Steve Austria,Former Member of the United States Congress. Represented the 7th Congressional District of Ohio. http://t.co/maWQU2rF,"Beavercreek, Ohio",en,Fri Feb 13 19:11:37 +0000 2009,2967,5766,333,17.263473053892216,358,0.1206605999325918,565,0,True,False,False,117,12
Twitter Bot Training Data 2,82006140,0,ok,1.0,annie_guerra,annie guerra,,laredo tx,en,Tue Oct 13 03:58:29 +0000 2009,2725,13,47,0.2708333333333333,2,0.0007339449541284,0,0,False,False,False,0,12
Twitter Bot Training Data 2,166345340,0,ok,1.0,paolitagdiaz,Paola  Diaz,Argentina morando no Brasil.,"Ponta Grossa, Paraníç",es,7/13/2010 22:57,2452,136,300,0.45182724252491696,1748,0.7128874388254486,5,95,False,False,False,28,12
Twitter Bot Training Data 2,7861312,0,ok,1.0,feliciaday,Felicia Day,"Actress, New Media Geek, Author, Gamer, Misanthrope. I like to keep my Tweets real and not waste people's time.","Los Angeles, CA",en,7/31/2007 22:58,3530,2944752,555,5296.3165467625895,30143,8.539093484419263,32524,32759,True,False,False,111,10
Twitter Bot Training Data 2,62442994,0,ok,1.0,AndersFoghR,AndersFogh Rasmussen,Founder and Chairman of Rasmussen Global,Copenhagen,en,Mon Aug 03 05:11:54 +0000 2009,2796,259698,150,1719.8543046357615,2571,0.919527896995708,3311,8,True,False,False,40,11
Twitter Bot Training Data 2,238388617,0,ok,1.0,mcflyjrmartin,M‘îRTI‘æ,SC: joshanity IG: mcflyjrmarty,NOLA adjacent,en,15/01/2011 2:05,2266,301,285,1.0524475524475525,3379,1.4911738746690204,7,1326,False,False,False,30,13
Twitter Bot Training Data 2,94106782,0,ok,1.0,delben29,Del Bender,"I think I'm a good person, trying everyday.","Easley, SC",en,12/2/2009 15:05,2675,85,254,0.3333333333333333,431,0.1611214953271028,0,159,False,False,False,43,8
Twitter Bot Training Data 2,78453,0,ok,1.0,khoi,Khoi Vinh,"Principal designer at @adobe working on @adobexd and more, blogger @subtraction.","New York, NY",en,Mon Dec 18 22:14:59 +0000 2006,3755,346848,2306,150.34590377113133,16244,4.325965379494008,5430,2419,True,False,False,80,4
Twitter Bot Training Data 2,3161044042,0,ok,1.0,uncarvedblock64,Brian M,,,en,4/12/2015 19:40,718,8,170,0.04678362573099415,14,0.0194986072423398,0,1538,False,True,False,0,15
Twitter Bot Training Data 2,34395450,0,ok,1.0,xhckr,Rashid Khan,Co-Founder @yellowmssngr & Botplatform.io. Entrepreneur in making. https://t.co/XPbVSKJAQ3 || https://t.co/g81AEpYMcX. Young Padawan.,"Bengaluru, India",en,4/22/2009 20:57,2899,482,661,0.7280966767371602,756,0.2607795791652293,33,570,False,False,False,133,5
Twitter Bot Training Data 2,31740510,0,ok,1.0,Tahj_Mowry,Tahj Mowry,I ‰ª´ Jesus. // BABY DADDY Weds. @freeformTV 8:30/7:30c // #futurefunk an EP https://t.co/0d62tYRQAk // snap: Tahj_Mowry // 2 Corinthians 4:18 ‰ÛÊ,Los Angeles,en,Thu Apr 16 11:59:41 +0000 2009,2905,398626,1141,349.05954465849385,39023,13.433046471600688,2199,2348,True,False,False,146,10
Twitter Bot Training Data 2,15762276,0,ok,1.0,scott_bot,Scott B. Weingart,"historian of science, juggler, digital humanist, information scientist, OA advocate. irregular blogger. all views in tweets are somebody else's, I swear.",carnegie mellon university,en,Thu Aug 07 11:45:35 +0000 2008,3157,3221,868,3.7065592635212887,17725,5.614507443775737,273,26430,False,False,False,153,9
Twitter Bot Training Data 2,885239581,0,ok,1.0,vedang_singh,vedang singh,meh,new delhi,en,Tue Oct 16 20:23:07 +0000 2012,1626,165,993,0.1659959758551308,131,0.0805658056580565,2,82,False,True,False,3,12
Twitter Bot Training Data 2,206394558,0,ok,1.0,JoolianGarcia,Julian Garcia,,,en,10/22/2010 21:50,2351,324,340,0.9501466275659824,273,0.1161207996597192,4,1051,False,False,False,0,13
Twitter Bot Training Data 2,21035409,0,ok,1.0,michaelianblack,Michael Ian Black,Nine years in the NFL. Two rings.,The wilds of Connecticut,en,Mon Feb 16 22:15:15 +0000 2009,2964,2072685,636,3253.822605965463,65353,22.048920377867745,19799,12477,True,False,False,33,15
Twitter Bot Training Data 2,66511103,0,ok,1.0,tatatessari,talita,Paz filhos da puta.,,en,8/17/2009 22:39,2782,506,257,1.9612403100775193,34250,12.311286843997124,4,1863,False,False,False,19,11
Twitter Bot Training Data 2,20221159,0,ok,1.0,jeremypiven,Jeremy Piven,Catch Up on Mr. Selfridge on Amazon Prime,"Hollywood, CA",en,Fri Feb 06 07:09:58 +0000 2009,2974,2676782,224,11896.808888888889,4278,1.4384667114996637,15949,645,True,False,False,41,11
Twitter Bot Training Data 2,35503367,0,ok,1.0,ionekr,Luis Omar,Computing fan.,nowhere,es,4/26/2009 16:43,2895,994,4663,0.21312178387650085,6836,2.361312607944732,31,16205,False,False,False,14,6
Twitter Bot Training Data 2,52534584,0,ok,1.0,YO_RANDYJACKSON,Randy Jackson,"American bassist, singer, record producer, music manager, and former A&R executive. He is best known as a judge on American Idol and Executive Producer.",,en,Tue Jun 30 21:55:53 +0000 2009,2830,590265,440,1338.469387755102,3698,1.306713780918728,4305,451,True,False,False,152,15
Twitter Bot Training Data 2,240492339,0,ok,1.0,Gustfernandes__,Gustavo Fernandes,,,en,1/20/2011 1:54,2261,32,79,0.4,493,0.2180451127819548,0,0,False,False,False,0,15
